place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJp-sFzaJZwokRdyaZMsu_DkU,Raines Law Room Chelsea,"Raines Law Room Chelsea, a cozy speakeasy cocktail bar in NYC. Perfect for a romantic date night or hosting a private event.",,1302,4.6,"Name: Bathtub Gin
Link: https://www.google.com/maps/search/Bathtub+Gin/@40.7435711,-74.0031575?authuser=0&hl=es&entry=ttu
Reviews: 2123 reviews

Name: Dear Irving Gramercy
Link: https://www.google.com/maps/search/Dear+Irving+Gramercy/@40.7362234,-73.9874495?authuser=0&hl=es&entry=ttu
Reviews: 982 reviews

Name: Patent Pending
Link: https://www.google.com/maps/search/Patent+Pending/@40.7453222,-73.9902716?authuser=0&hl=es&entry=ttu
Reviews: 981 reviews

Name: The Tippler
Link: https://www.google.com/maps/search/The+Tippler/@40.7423235,-74.0062542?authuser=0&hl=es&entry=ttu
Reviews: 933 reviews

Name: Crown Alley
Link: https://www.google.com/maps/search/Crown+Alley/@40.742806699999996,-73.9996834?authuser=0&hl=es&entry=ttu
Reviews: 253 reviews",http://www.raineslawroom.com/,,,Raines Law Room Chelsea (propietario),https://www.google.com/maps/contrib/117966349345779787940,https://lh3.ggpht.com/p/AF1QipOxcfMI1Rc_y1UnN-hO9U6rJkrevz2yjOp4OjnR=s1024,Cocteleria,"Cocteleria, Bar, Recinto para eventos",17:00-1:00,,Open All Days,"48 W 17th St, New York, NY 10011, Estados Unidos","speakeasy, relacion intima, timbre, sofa, cortinas, empapelado, romantico, confortable, ley seca en los estados unidos, velvet",https://www.google.com/maps/place/Raines+Law+Room+Chelsea/data=!4m7!3m6!1s0x89c259a2cd05eba7:0x450ebfcb32992677!8m2!3d40.7387132!4d-73.9946006!16s%2Fg%2F11c5q_t_yr!19sChIJp-sFzaJZwokRdyaZMsu_DkU?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJ9YIwR_hYwokR_WnkYaG33mo,Faces & Names Bar and Lounge,"Faces & Names Bar and Lounge is a sophisticated retreat in the heart of NYC Midtown West, offering an eclectic and vibrant ambiance. Indulge in a curated selection of draft beers, handcrafted classic and signature cocktails, and an array of international cuisine. Whether seeking an after-work gathering spot or an intimate private event space, Faces & Names provides the perfect backdrop with its chic decor and exceptional service. Open seven days a week, experience our late-night kitchen until 2 AM, with the bar open until 4 AM. We are 21 and over, starting 10 PM.",,1227,4.3,"Name: Tanner Smith's
Link: https://www.google.com/maps/search/Tanner+Smith's/@40.7643361,-73.9815917?authuser=0&hl=es&entry=ttu
Reviews: 3112 reviews

Name: Flute Champagne Bar
Link: https://www.google.com/maps/search/Fl%C3%BBte+Champagne+Bar/@40.7639353,-73.98199679999999?authuser=0&hl=es&entry=ttu
Reviews: 541 reviews

Name: Beast & Butterflies
Link: https://www.google.com/maps/search/Beast+%26+Butterflies/@40.7628067,-73.9836851?authuser=0&hl=es&entry=ttu
Reviews: 387 reviews

Name: Madam Mikette's
Link: https://www.google.com/maps/search/Madam+Mikette's/@40.756423,-73.967798?authuser=0&hl=es&entry=ttu
Reviews: 331 reviews

Name: LeGrande Lounge
Link: https://www.google.com/maps/search/LeGrande+Lounge/@40.7610014,-73.98545260000002?authuser=0&hl=es&entry=ttu
Reviews: 94 reviews",http://facesandnames.com/,+1 212-586-9311,,Faces & Names Bar and Lounge (propietario),https://www.google.com/maps/contrib/103737271338213751462,https://lh3.ggpht.com/p/AF1QipNXYMDsZr4Tp6leZXZ7c8lNIvRxr_9sbk3FvjEf=s1024,Lounge,"Lounge, Bar",12:00-4:00,,Open All Days,"159 W 54th St, New York, NY 10019, Estados Unidos","bartender, tacos, happy hour, gentio, pub, chimenea, famoso, manhattan, entrantes, trivial (matematicas)",https://www.google.com/maps/place/Faces+%26+Names+Bar+and+Lounge/data=!4m7!3m6!1s0x89c258f8473082f5:0x6adeb7a161e469fd!8m2!3d40.7635888!4d-73.9809248!16s%2Fg%2F1tf7ngty!19sChIJ9YIwR_hYwokR_WnkYaG33mo?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJVeXRdylawokRJYXkLU8yMpE,169 Bar,"At 169 Bar, we have been the iconic destination for nightlife in New York City since our doors have opened. With over a century of history, our bar holds a special place in the hearts of locals and visitors alike. As one of the oldest bars in the city, we have cultivated a timeless charm that captures the essence of downtown NYC. Whether you're looking for a vibrant night out, a dive bar atmosphere, or a vintage experience, 169 Bar is the ultimate destination. Join us and become a part of our rich legacy of unforgettable nights and cherished memories.",,1207,4.2,"Name: Whiskey Tavern
Link: https://www.google.com/maps/search/Whiskey+Tavern/@40.716477999999995,-73.999749?authuser=0&hl=es&entry=ttu
Reviews: 2042 reviews

Name: Home Sweet Home
Link: https://www.google.com/maps/search/Home+Sweet+Home/@40.7194868,-73.9933538?authuser=0&hl=es&entry=ttu
Reviews: 542 reviews

Name: Clockwork Bar
Link: https://www.google.com/maps/search/Clockwork+Bar/@40.7154003,-73.9900687?authuser=0&hl=es&entry=ttu
Reviews: 454 reviews

Name: Basement
Link: https://www.google.com/maps/search/Basement/@40.715298000000004,-73.9989571?authuser=0&hl=es&entry=ttu
Reviews: 432 reviews

Name: Clandestino
Link: https://www.google.com/maps/search/Clandestino/@40.7147533,-73.99078089999999?authuser=0&hl=es&entry=ttu
Reviews: 301 reviews",http://169barnyc.com/,+1 516-986-7938,,169 Bar (propietario),https://www.google.com/maps/contrib/111174495527071887926,https://lh3.ggpht.com/p/AF1QipOWDdpzDfbGx-QN3gDhriydMQQoAApT_H0WnD0L=s1024,Bar,Bar,14:00-4:00,,Open All Days,"169 E Broadway, New York, NY 10002, Estados Unidos","mesas de billar, dumplings, porteros, propina, estampado animal, pelicula, funk, po' boy, manhattan, hipster",https://www.google.com/maps/place/169+Bar/data=!4m7!3m6!1s0x89c25a2977d1e555:0x9132324f2de48525!8m2!3d40.7138889!4d-73.9897222!16s%2Fg%2F1tfrsvjt!19sChIJVeXRdylawokRJYXkLU8yMpE?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJmyM5dF1ZwokRD9lUmRAzQOI,Dear Irving on Hudson Rooftop Bar,"Dear Irving on Hudson rooftop bar offers drinks & light fare along with panoramic views of New York City. Nestled in the two-story penthouse on the 40th & 41st floors of the Aliz Hotel, we've created a cocktail-focused oasis with an elegant atmosphere.",,1193,4.5,"Name: 230 Fifth
Link: https://www.google.com/maps/search/230+Fifth/@40.7441081,-73.9888201?authuser=0&hl=es&entry=ttu
Reviews: 22446 reviews

Name: Refinery Rooftop
Link: https://www.google.com/maps/search/Refinery+Rooftop/@40.7526164,-73.9852828?authuser=0&hl=es&entry=ttu
Reviews: 3183 reviews

Name: The Skylark - Rooftop Bar
Link: https://www.google.com/maps/search/The+Skylark+-+Rooftop+Bar/@40.754188899999995,-73.9888567?authuser=0&hl=es&entry=ttu
Reviews: 1838 reviews

Name: Spyglass Rooftop Bar
Link: https://www.google.com/maps/search/Spyglass+Rooftop+Bar/@40.7519694,-73.9848404?authuser=0&hl=es&entry=ttu
Reviews: 795 reviews

Name: Peak Lounge Bar
Link: https://www.google.com/maps/search/Peak+Lounge+Bar/@40.7540336,-74.0002255?authuser=0&hl=es&entry=ttu
Reviews: 151 reviews",http://www.dearirving.com/,,,Dear Irving on Hudson Rooftop Bar (propietario),https://www.google.com/maps/contrib/105258839872037185488,https://lh3.ggpht.com/p/AF1QipOPQrzAilQDYPg95RbzYDuwauPwzx2zpc6NFpDU=s1024,Cocteleria,"Cocteleria, Bar, Recinto para eventos, Restaurante especializado en platos pequenos",17:00-1:00,,Open All Days,"310 W 40th St, New York, NY 10018, Estados Unidos","atardecer, ascensor, propina, the view, vista, balcon, empire state, times square, broadway, jesus",https://www.google.com/maps/place/Dear+Irving+on+Hudson+Rooftop+Bar/data=!4m7!3m6!1s0x89c2595d7439239b:0xe24033109954d90f!8m2!3d40.7561626!4d-73.991717!16s%2Fg%2F11fj8d63_q!19sChIJmyM5dF1ZwokRD9lUmRAzQOI?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJ5Z-4NaxZwokRF98-wGsCVDM,Juniper Bar,"Located on 35th Street between 7th and 8th avenues, Juniper Bar & Grill offers a full-service bar, creative food menu, craft beers, and hand-crafted cocktails. Only steps away from Penn Station and Madison Square Garden Juniper is the perfect place to grab dinner and drinks with friends or host your next corporate party. Our private party room downstairs offers the option to fully customize both food and beverage packages to ensure your guests are presented with a unique and exciting event. Our infamous Happy Hour is the perfect bar near Penn Station and Madison Square Garden to grab a drink after work or before a big show.",,1181,4.3,"Name: Stout NYC
Link: https://www.google.com/maps/search/Stout+NYC/@40.749966,-73.98986599999999?authuser=0&hl=es&entry=ttu
Reviews: 3269 reviews

Name: Haymaker Bar and Kitchen
Link: https://www.google.com/maps/search/Haymaker+Bar+and+Kitchen/@40.7486694,-73.99530759999999?authuser=0&hl=es&entry=ttu
Reviews: 916 reviews

Name: Trademark Bar + Kitchen
Link: https://www.google.com/maps/search/Trademark+Bar+%2B+Kitchen/@40.750333,-73.985394?authuser=0&hl=es&entry=ttu
Reviews: 769 reviews

Name: Kabooz's Bar & Grill
Link: https://www.google.com/maps/search/Kabooz's+Bar+%26+Grill/@40.7503071,-73.9921339?authuser=0&hl=es&entry=ttu
Reviews: 555 reviews

Name: Bourbon and Branch
Link: https://www.google.com/maps/search/Bourbon+and+Branch/@40.75030160000001,-73.9904585?authuser=0&hl=es&entry=ttu
Reviews: 316 reviews",http://www.juniperbarnyc.com/,+1 212-967-2511,,Juniper Bar (propietario),https://www.google.com/maps/contrib/107693159058899752988,https://lh3.ggpht.com/p/AF1QipPwwGsgcDhRA6aCOlKTp42dz5u7OuBNAqZ5hMln=s1024,Restaurante americano,"Restaurante americano, Cocteleria, Pub, Restaurante, Bar deportivo",12:00-24:00,,Open All Days,"237 W 35th St, New York, NY 10001, Estados Unidos","happy hour, bartender, madison square garden, bocadillo, cheesesteak, rollitos de primavera, martini, calamares, gin, alitas de pollo vietnamitas",https://www.google.com/maps/place/Juniper+Bar/data=!4m7!3m6!1s0x89c259ac35b89fe5:0x3354026bc03edf17!8m2!3d40.752344!4d-73.9914045!16s%2Fg%2F11b6ck1zjg!19sChIJ5Z-4NaxZwokRF98-wGsCVDM?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJV6QByYhZwokR_LRSbt9s0gU,Spring Lounge,"A cozy, classic neighborhood bar serving craft beer, wine, and a variety of spirits. We are open daily from 8:00am-4:00am, and 10:00am-4:00am on Sundays.",,1142,4.4,"Name: Kenn's Broome Street Bar
Link: https://www.google.com/maps/search/Kenn's+Broome+Street+Bar/@40.7231568,-74.0029053?authuser=0&hl=es&entry=ttu
Reviews: 1292 reviews

Name: Mother's Ruin
Link: https://www.google.com/maps/search/Mother's+Ruin/@40.7213001,-73.9950132?authuser=0&hl=es&entry=ttu
Reviews: 988 reviews

Name: Vig Bar
Link: https://www.google.com/maps/search/Vig+Bar/@40.721198799999996,-73.99462179999999?authuser=0&hl=es&entry=ttu
Reviews: 405 reviews

Name: Soho Room NY
Link: https://www.google.com/maps/search/Soho+Room+NY/@40.7254295,-74.00341030000001?authuser=0&hl=es&entry=ttu
Reviews: 391 reviews

Name: South Soho Bar
Link: https://www.google.com/maps/search/South+Soho+Bar/@40.7186898,-73.99978949999999?authuser=0&hl=es&entry=ttu
Reviews: 139 reviews",http://thespringlounge.com/,,,Spring Lounge (propietario),https://www.google.com/maps/contrib/108141801747180349553,https://lh3.ggpht.com/p/AF1QipPTsso-axbofNSrNkJ8fFE-GwvE_9UhNhv4kM_-=s1024,Bar,"Bar, Lounge, Restaurante",8:00-4:00,,Open All Days,"48 Spring St, New York, NY 10012, Estados Unidos","turistas, gentio, banos, atmosfera, hot dogs, escuela, solido, sanitarios, grifo, IPA",https://www.google.com/maps/place/Spring+Lounge/data=!4m7!3m6!1s0x89c25988c901a457:0x5d26cdf6e52b4fc!8m2!3d40.721904!4d-73.996424!16s%2Fg%2F1v8y4yq6!19sChIJV6QByYhZwokR_LRSbt9s0gU?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJkTptdq9ZwokR9CCc1A4ZcNw,Pioneers Bar NYC,"Steps away from Penn Station, Madison Square Garden, and the Empire State Building. This bar is the prime choice for catching the big game, hosting corporate events, or simply grabbing your choice of our 24 beers on draft!",,1141,4.2,"Name: Smithfield Hall NYC
Link: https://www.google.com/maps/search/Smithfield+Hall+NYC/@40.7447306,-73.99354439999999?authuser=0&hl=es&entry=ttu
Reviews: 1714 reviews

Name: Legends
Link: https://www.google.com/maps/search/Legends/@40.7479631,-73.9857839?authuser=0&hl=es&entry=ttu
Reviews: 1649 reviews

Name: The Canuck
Link: https://www.google.com/maps/search/The+Canuck/@40.7459659,-74.0014391?authuser=0&hl=es&entry=ttu
Reviews: 350 reviews

Name: Goldie's Tavern
Link: https://www.google.com/maps/search/Goldie%E2%80%99s+Tavern/@40.7481039,-73.9911941?authuser=0&hl=es&entry=ttu
Reviews: 169 reviews

Name: DB Cooper's
Link: https://www.google.com/maps/search/DB+Cooper's/@40.7560125,-73.9940129?authuser=0&hl=es&entry=ttu
Reviews: 93 reviews",http://pioneersbar.com/,,,Pioneers Bar NYC (propietario),https://www.google.com/maps/contrib/107888467758794324066,https://lh3.ggpht.com/p/AF1QipPLAtf8nHNkPdR2mEczVoD_oHTFEDPQgya4erry=s1024,Bar deportivo,"Bar deportivo, Bar, Lounge",15:00-3:00,,Open All Days,"138 W 29th St, New York, NY 10001, Estados Unidos","pinball, connect 4, jenga, palomitas, arcade, espacio, sofa, porteros, juego de tablero, juegos de bar",https://www.google.com/maps/place/Pioneers+Bar+NYC/data=!4m7!3m6!1s0x89c259af766d3a91:0xdc70190ed49c20f4!8m2!3d40.7472343!4d-73.9918518!16s%2Fg%2F1jgm0y74n!19sChIJkTptdq9ZwokR9CCc1A4ZcNw?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJA31e3ZFZwokR_4EFUNEvAQ0,Peculier Pub," Genuine NYC Pub est. in the Rockin' 80s
 25 Draft Beers (on TAP)
 250+ International and Domestic Beers
 Extensive Liquor Selection",,1018,4.4,"Name: McSorley's Old Ale House
Link: https://www.google.com/maps/search/McSorley%E2%80%99s+Old+Ale+House/@40.7288053,-73.9896791?authuser=0&hl=es&entry=ttu
Reviews: 7944 reviews

Name: Wicked Willy's
Link: https://www.google.com/maps/search/Wicked+Willy's/@40.728387999999995,-73.999299?authuser=0&hl=es&entry=ttu
Reviews: 1568 reviews

Name: The Malt House Greenwich Village
Link: https://www.google.com/maps/search/The+Malt+House+Greenwich+Village/@40.728629999999995,-73.99938?authuser=0&hl=es&entry=ttu
Reviews: 809 reviews

Name: GMT Tavern
Link: https://www.google.com/maps/search/GMT+Tavern/@40.7280419,-73.9991838?authuser=0&hl=es&entry=ttu
Reviews: 653 reviews

Name: Bleecker Street Bar
Link: https://www.google.com/maps/search/Bleecker+Street+Bar/@40.7265693,-73.99533629999999?authuser=0&hl=es&entry=ttu
Reviews: 614 reviews",http://www.peculierpub.com/,+1 212-353-1327,,Peculier Pub (propietario),https://www.google.com/maps/contrib/110018626038671981958,https://lh3.ggpht.com/p/AF1QipOmnIinHWeEvv3eooxZko6qOy9O8t3GjrWcjzlE=s1024,Pub,"Pub, Restaurante americano, Bar",16:00-2:00,,Open All Days,"145 Bleecker St, New York, NY 10012, Estados Unidos","antro, rocola, gentio, college, pais, tapa de botella, efectivo, tarjeta, mosaicos, juego de tablero",https://www.google.com/maps/place/Peculier+Pub/data=!4m7!3m6!1s0x89c25991dd5e7d03:0xd012fd1500581ff!8m2!3d40.7282801!4d-73.9991488!16s%2Fg%2F1v6p566q!19sChIJA31e3ZFZwokR_4EFUNEvAQ0?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJN9f99VBYwokRnOoeo6lLZCI,As Is NYC,"Cervezas artesanales que van rotando, cocteles y aperitivos selectos en un bar con paredes de ladrillo visto y toques retro.",,996,4.6,"Name: Beer Authority
Link: https://www.google.com/maps/search/Beer+Authority/@40.755936899999995,-73.99115309999999?authuser=0&hl=es&entry=ttu
Reviews: 4312 reviews

Name: Alfie's Kitchen & Craft Beer Bar
Link: https://www.google.com/maps/search/Alfie's+Kitchen+%26+Craft+Beer+Bar/@40.7653757,-73.98725309999999?authuser=0&hl=es&entry=ttu
Reviews: 1382 reviews

Name: Beer Culture
Link: https://www.google.com/maps/search/Beer+Culture/@40.7595551,-73.9897459?authuser=0&hl=es&entry=ttu
Reviews: 1210 reviews

Name: Ardesia Wine Bar
Link: https://www.google.com/maps/search/Ardesia+Wine+Bar/@40.7661722,-73.9918668?authuser=0&hl=es&entry=ttu
Reviews: 456 reviews

Name: all & sundry
Link: https://www.google.com/maps/search/all+%26+sundry/@40.767544400000006,-73.9832993?authuser=0&hl=es&entry=ttu
Reviews: 260 reviews",http://asisnyc.com/,+1 646-858-1153,,As Is NYC (propietario),https://www.google.com/maps/contrib/117500665251159511665,https://lh3.ggpht.com/p/AF1QipPbonFk4CwZ4ZPbHCOv5QsPUfyXUIyqZjmgLalZ=s1024,Bar,"Bar, Cerveceria, Tienda de cerveza, Restaurante de brunch, Cocteleria, Pub restaurante, Lunch restaurant, Restaurante, Vinoteca",,,Open All Days,"734 10th Ave, New York, NY 10019, Estados Unidos","cerveceria artesanal, grifo, IPA, happy hour, nachos, solido, pretzel, rotacion, amarga, hell's kitchen",https://www.google.com/maps/place/As+Is+NYC/data=!4m7!3m6!1s0x89c25850f5fdd737:0x22644ba9a31eea9c!8m2!3d40.7647168!4d-73.9915618!16s%2Fg%2F11ckkwmhf_!19sChIJN9f99VBYwokRnOoeo6lLZCI?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJP_ND4gNZwokRZiGVVvBeg8o,Peter Dillon's Pub,"Home of the Raider Nation in NYC, Peter Dillons 40th street is a cozy Irish Pub with fantastic drink specials in a friendly and welcoming environment.",,993,4.4,"Name: Pig n Whistle
Link: https://www.google.com/maps/search/Pig+n+Whistle/@40.752356,-73.9901802?authuser=0&hl=es&entry=ttu
Reviews: 2246 reviews

Name: Connolly's
Link: https://www.google.com/maps/search/Connolly's/@40.756108499999996,-73.97774489999999?authuser=0&hl=es&entry=ttu
Reviews: 1703 reviews

Name: The Perfect Pint
Link: https://www.google.com/maps/search/The+Perfect+Pint/@40.7526651,-73.97265519999999?authuser=0&hl=es&entry=ttu
Reviews: 1512 reviews

Name: Paddy Reilly's Music Bar
Link: https://www.google.com/maps/search/Paddy+Reilly's+Music+Bar/@40.741658,-73.978516?authuser=0&hl=es&entry=ttu
Reviews: 480 reviews

Name: Fitzgerald's Pub
Link: https://www.google.com/maps/search/Fitzgerald's+Pub/@40.7400857,-73.9825183?authuser=0&hl=es&entry=ttu
Reviews: 336 reviews",http://peterdillons.com/,+1 212-213-3998,,Peter Dillon's Pub (propietario),https://www.google.com/maps/contrib/107439117412646015308,https://lh3.ggpht.com/p/AF1QipM4wlpr2dvOEMCQxlf5MNbH3ftVGT8snJkh8ILm=s1024,Pub,"Pub, Pub irlandes, Bar deportivo",11:00-4:00,,Open All Days,"130 E 40th St, New York, NY 10016, Estados Unidos","bartender, mesa de billar, happy hour, grand central terminal, karaoke, antro, jameson, chupito, TV, viaje",https://www.google.com/maps/place/Peter+Dillon%27s+Pub/data=!4m7!3m6!1s0x89c25903e243f33f:0xca835ef056952166!8m2!3d40.7499687!4d-73.9768123!16s%2Fg%2F1tmk9dp_!19sChIJP_ND4gNZwokRZiGVVvBeg8o?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJY2mhaaVZwokREl-Qs_zLY_Y,Crompton Ale House,"An authentic Irish Pub and Restaurant serving Irish and American fare with an extensive beer and cocktail menu. Located in the heart of Chelsea, our beautifully designed space can accommodate large parties as well as intimate gatherings.",,985,4.3,"Name: Peter McManus Cafe
Link: https://www.google.com/maps/search/Peter+McManus+Cafe/@40.741844,-73.997613?authuser=0&hl=es&entry=ttu
Reviews: 942 reviews

Name: The Copper Still Chelsea
Link: https://www.google.com/maps/search/The+Copper+Still+Chelsea/@40.743395,-73.99640099999999?authuser=0&hl=es&entry=ttu
Reviews: 428 reviews

Name: Crown Alley
Link: https://www.google.com/maps/search/Crown+Alley/@40.742806699999996,-73.9996834?authuser=0&hl=es&entry=ttu
Reviews: 253 reviews

Name: Goldie's Tavern
Link: https://www.google.com/maps/search/Goldie%E2%80%99s+Tavern/@40.7481039,-73.9911941?authuser=0&hl=es&entry=ttu
Reviews: 169 reviews",http://cromptonalehouse.com/,+1 212-658-0089,,Crompton Ale House (propietario),https://www.google.com/maps/contrib/107649473805976239256,https://lh3.ggpht.com/p/AF1QipP8sVR0Up7xV7QuLovJWvsaeI7UURx9d2inruJK=s1024,Restaurante irlandes,"Restaurante irlandes, Bar, Pub irlandes, Pub, Bar deportivo",11:00-2:00,,Open All Days,"159 W 26th St, New York, NY 10001, Estados Unidos","bartender, juegos, deporte, happy hour, pub irlandes, bocadillo, pan plano, televisor, pigs in a blanket, biblioteca",https://www.google.com/maps/place/Crompton+Ale+House/data=!4m7!3m6!1s0x89c259a569a16963:0xf663cbfcb3905f12!8m2!3d40.7458092!4d-73.9933019!16s%2Fg%2F11bcdhvzn0!19sChIJY2mhaaVZwokREl-Qs_zLY_Y?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJo7aE7KVZwokROU0QFO30FLA,Patent Pending,"Paying homage to thinking outside the box, a cocktail bar located in a NYC landmark building where Nikola Tesla lived and studied in the 1890's. The Lab at Patent Pending is located inside - a discreet bar tucked away great for private parties, events and memorable nights out.",,982,4.4,"Name: Bathtub Gin
Link: https://www.google.com/maps/search/Bathtub+Gin/@40.7435711,-74.0031575?authuser=0&hl=es&entry=ttu
Reviews: 2123 reviews

Name: Raines Law Room Chelsea
Link: https://www.google.com/maps/search/Raines+Law+Room+Chelsea/@40.7387132,-73.9946006?authuser=0&hl=es&entry=ttu
Reviews: 1302 reviews

Name: Thyme Bar
Link: https://www.google.com/maps/search/Thyme+Bar/@40.7417143,-73.9905555?authuser=0&hl=es&entry=ttu
Reviews: 545 reviews

Name: The Portrait Bar
Link: https://www.google.com/maps/search/The+Portrait+Bar/@40.7450774,-73.9877319?authuser=0&hl=es&entry=ttu
Reviews: 160 reviews

Name: Undercote
Link: https://www.google.com/maps/search/Undercote/@40.741134599999995,-73.9912109?authuser=0&hl=es&entry=ttu
Reviews: 152 reviews",https://www.patentpendingnyc.com/,+1 212-689-4002,,Patent Pending (propietario),https://www.google.com/maps/contrib/114878680925795658841,https://lh3.ggpht.com/p/AF1QipPIH_pFnn5Ov2fWX4vXAQlpoosvzeorTyi_ZdV7=s1024,Cocteleria,Cocteleria,17:00-24:00,,Open All Days,"49 W 27th St, New York, NY 10001, Estados Unidos","speakeasy, diseno, luz, el menu, concepto, tesla, propina, sabor, innovador, invento",https://www.google.com/maps/place/Patent+Pending/data=!4m7!3m6!1s0x89c259a5ec84b6a3:0xb014f4ed14104d39!8m2!3d40.7453222!4d-73.9902716!16s%2Fg%2F11f31kyt03!19sChIJo7aE7KVZwokROU0QFO30FLA?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJ27CKRHdZwokRAMnhRQri-bU,Mace,"One of the World's 50 Best Bars for three years in a row, Mace is unlike any cocktail bar you've ever seen. The premier cocktail bar was opened in 2015 by acclaimed French bartender Nico de Soto as well as Cocktail Kingdom's Greg Boehm. With this dynamic duo, Mace has risen to the top of the cocktail world and transformed cocktails as we know them. As the name suggests, Mace is dedicated to incorporating unique spices handpicked from around the world in each cocktail.",,961,4.4,"Name: Death & Co East Village
Link: https://www.google.com/maps/search/Death+%26+Co+East+Village/@40.725919999999995,-73.9846452?authuser=0&hl=es&entry=ttu
Reviews: 1956 reviews

Name: The Up & Up
Link: https://www.google.com/maps/search/The+Up+%26+Up/@40.729694099999996,-74.0004701?authuser=0&hl=es&entry=ttu
Reviews: 1016 reviews

Name: Analogue
Link: https://www.google.com/maps/search/Analogue/@40.7328453,-73.9974458?authuser=0&hl=es&entry=ttu
Reviews: 893 reviews

Name: Entwine Cocktail Bar
Link: https://www.google.com/maps/search/Entwine+Cocktail+Bar/@40.737398,-74.007977?authuser=0&hl=es&entry=ttu
Reviews: 394 reviews

Name: Orient Express Cocktail Bar
Link: https://www.google.com/maps/search/Orient+Express+Cocktail+Bar/@40.735747,-74.0074551?authuser=0&hl=es&entry=ttu
Reviews: 313 reviews",http://www.macenewyork.com/,+1 347-866-7739,,Mace (propietario),https://www.google.com/maps/contrib/103305925395923972442,https://lh3.ggpht.com/p/AF1QipNOfL-Gq1KQ4aUmN8Ao0dnQ1cb08Zaz4UWGjCjw=s1024,Cocteleria,"Cocteleria, Bar",16:00-24:00,,Open All Days,"35 W 8th St, New York, NY 10011, Estados Unidos","ingredientes, happy hour, sabor, hierbas, pandanus amaryllifolius, licores, ostras, sesamo, anethum graveolens, canela",https://www.google.com/maps/place/Mace/data=!4m7!3m6!1s0x89c25977448ab0db:0xb5f9e20a45e1c900!8m2!3d40.7330955!4d-73.9981009!16s%2Fg%2F11b7kk4k6m!19sChIJ27CKRHdZwokRAMnhRQri-bU?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJKUCCVrpZwokRzavYvxNL6Jw,Trailer Park Lounge,Great place to meet your next ex!,,933,4.2,"Name: The Tippler
Link: https://www.google.com/maps/search/The+Tippler/@40.7423235,-74.0062542?authuser=0&hl=es&entry=ttu
Reviews: 933 reviews

Name: Park Bar
Link: https://www.google.com/maps/search/Park+Bar/@40.736437800000004,-73.9921394?authuser=0&hl=es&entry=ttu
Reviews: 373 reviews

Name: Westside Tavern
Link: https://www.google.com/maps/search/Westside+Tavern/@40.746125899999996,-74.0009341?authuser=0&hl=es&entry=ttu
Reviews: 278 reviews

Name: BarLounge
Link: https://www.google.com/maps/search/BarLounge/@40.7436219,-74.00310859999999?authuser=0&hl=es&entry=ttu
Reviews: 63 reviews

Name: T Lounge
Link: https://www.google.com/maps/search/T+Lounge/@40.743627,-74.003101?authuser=0&hl=es&entry=ttu
Reviews: 33 reviews",http://trailerparklounge.com/,+1 917-261-2777,,Trailer Park Lounge (propietario),https://www.google.com/maps/contrib/102410409792205525496,https://lh3.ggpht.com/p/AF1QipOQesCX8iwhV3_P3gvKeKEXWJT5HDFL7ugirFjq=s1024,Lounge,"Lounge, Bar restaurante, Cocteleria, Restaurante especializado en cocina americana moderna",16:00-2:00,,Open All Days,"271 W 23rd St, New York, NY 10011, Estados Unidos","margarita, tater tots, kitsch, antro, happy hour, chelsea football club, lanzador, manhattan, sandwich de queso asado, elvis",https://www.google.com/maps/place/Trailer+Park+Lounge/data=!4m7!3m6!1s0x89c259ba56824029:0x9ce84b13bfd8abcd!8m2!3d40.745325!4d-73.997813!16s%2Fg%2F1tg4m8yt!19sChIJKUCCVrpZwokRzavYvxNL6Jw?authuser=0&hl=es&rclk=1,bars in manhattan
